,feature_name,cultured_feature_counts,uncultured_feature_counts
67,"Fimbrial subunit ScuA/B, ScuA/B/SCPU domain",14,2
68,"Uncharacterized conserved protein, DUF2121 domain",13,2
69,"Phage-related protein, tail assembly protein I",18,1
70,"Transcriptional regulator, contains Arc/MetJ-type RHH (ribbon-helix-helix) DNA-binding domain",19,2
71,"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase MenH and related esterases, alpha/beta hydrolase fold",14,3
72,Actin-related protein,13,1
73,ESX protein secretion system component YukC,20,0
74,"ABC-type Fe3+-hydroxamate transport system, periplasmic component",19,1
75,DNA-binding transcriptional regulator PaaX (phenylacetic acid degradation),13,1
76,Archaeal GTP cyclohydrolase III,21,0
77,"Phosphotransacetylase (includes Pta, EutD and phosphobutyryltransferase)",14,2
78,Choline dehydrogenase or related flavoprotein,21,0
79,"Guanine-nucleotide exchange factor YEL1, contains Sec7 domain",15,1
80,"Type III secretory pathway, EscT/YscT component",17,1
81,6-pyruvoyl-tetrahydropterin synthase,21,0
82,Archaeal/vacuolar-type H+-ATPase subunit B/Vma2,13,2
83,"Proline 4-hydroxylase (includes Rps23 Pro-64 3,4-dihydroxylase Tpa1), contains SM-20 domain",13,2
84,"Uncharacterized conserved protein, DUF917 family",15,0
85,Tyrosyl-tRNA synthetase,21,0
86,Na+/phosphate symporter,17,1
87,Gamma-glutamyl ligase family protein MJ1361,15,0
88,"Predicted epimerase YddE/YHI9, PhzF superfamily",15,1
89,Metal-sulfur cluster biosynthetic enzyme,18,1
90,Preprotein translocase subunit Sec63,13,2
91,"Uncharacterized conserved protein YfeS, contains WGR domain",21,0
92,Transcriptional regulator of heat shock response,18,0
93,"Xanthine/guanine/uracil/vitamin C permease GhxP/GhxQ, nucleobase:cation symporter 2 ( NCS2) family",18,0
94,"Uncharacterized membrane-anchored protein YjiN, DUF445 family",16,0
95,"GMP synthase, PP-ATPase domain/subunit",19,1
96,"Ribosomal 50S subunit-recycling heat shock protein, contains S4 domain",20,0
97,Spore coat protein CotF,20,0
98,"Sulfite reductase, beta subunit (hemoprotein)",13,3
99,Methionine synthase II (cobalamin-independent),15,1
100,"Uncharacterized conserved protein, DUF2095 family",21,0
101,"Uncharacterized membrane protein, DUF1624 family",14,4
102,Fumarate hydratase class II,20,1
103,Predicted nucleotidyltransferase YcgL,21,0
104,"Uncharacterized conserved protein related to methyl-CoM reductase subunit C, methanogenesis marker protein 7",17,0
105,"Uncharacterized conserved protein YjfI, DUF2170 family",17,1
106,"Uncharacterized HEPN domain protein YutE, UPF0331/DUF86 family",16,0
107,Opacity protein LomR and related surface antigens,19,1
108,"2-phospho-L-lactate guanylyltransferase, coenzyme F420 biosynthesis enzyme, CobY/MobA/RfbA family",15,2
109,L-ribulose-5-phosphate 3-epimerase UlaE,15,1
110,"Membrane-associated protease RseP, regulator of RpoE activity",19,0
111,Diacylglycerol kinase,18,0
112,"tRNA U38,U39,U40 pseudouridine synthase TruA",17,1
113,16S rRNA A1518 and A1519 N6-dimethyltransferase RsmA/KsgA/DIM1 (may also have DNA glycosylase/AP lyase activity),19,2
114,Pullulanase/glycogen debranching enzyme,15,3
115,Uncharacterized membrane protein YjdF,16,0
116,Translation initiation factor IF-3,21,0
117,Hemoglobin-like flavoprotein,18,0
118,Predicted neuraminidase (sialidase),15,2
119,Nitrous oxide reductase accessory protein NosL,21,0
120,Uncharacterized conserved protein MJ1451,21,0
121,D-alanyl-D-alanine dipeptidase,19,2
122,Ribosomal protein S7,21,0
123,Mu-like prophage protein gp16,17,2
124,"Sugar or nucleoside kinase, ribokinase family",17,0
125,Heat shock protein HspQ,12,3
126,Phosphate-selective porin,14,3
127,"Uncharacterized membrane protein YuzA, DUF378 family",14,3
128,Lipoate-protein ligase B,20,1
129,Soluble cytochrome b562,21,0
130,LPS assembly outer membrane protein LptD (organic solvent tolerance protein OstA),13,4
131,"Tryptophan 2,3-dioxygenase (vermilion)",12,6
132,"Uncharacterized Zn-binding protein, DUF971 domain",21,0
133,"ABC-type dipeptide/oligopeptide/nickel transport system, permease component",15,0
134,Phosphoenolpyruvate synthase/pyruvate phosphate dikinase,14,2
135,Intein/homing endonuclease,14,1
136,"ABC-type enterobactin transport system, permease component",20,1
137,DnaJ-class molecular chaperone with C-terminal Zn finger domain,18,1
138,"Predicted RNA-binding protein, contains TRAM domain",15,2
139,Plastocyanin,20,1
140,"Ribosomal protein L16 Arg81 hydroxylase, contains JmjC domain",20,0
141,Uncharacterized Fe-S cluster protein,12,4
142,Mevalonate kinase,12,4
143,"Predicted flavin-nucleotide-binding protein, pyridoxine 5'-phosphate oxidase superfamily",19,1
144,"Ferredoxin-thioredoxin reductase, catalytic subunit",20,0
145,"TFIIF-interacting CTD phosphatase, includes NLI-interacting factor",20,1
146,Phytoene dehydrogenase-related protein,16,2
147,Flagellar biosynthesis GTPase FlhF,20,0
148,"Protein N-acetyltransferase, RimJ/RimL family",10,2
149,Urease beta subunit,19,0
150,"Uncharacterized conserved protein DfsB/IRC4, DUF1706 (PF08020) domain",19,2
151,Predicted aspartyl protease,19,1
152,"Chromosome condensin MukBEF, ATPase and DNA-binding subunit MukB",12,1
153,TolB amino-terminal domain (function unknown),17,2
154,Molybdenum cofactor biosynthesis enzyme MoaC,12,1
155,Predicted GTPase,20,0
156,"Uncharacterized conserved protein, DUF2384 family",20,0
157,"Predicted lipid-binding transport protein, Tim44 family",16,2
158,"Mannose or cellobiose epimerase, N-acyl-D-glucosamine 2-epimerase family",18,0
159,"Glutathionylspermidine synthase, CHAP domain",18,1
160,"Cell division protein ZapD, interacts with FtsZ",15,2
161,2-keto-3-deoxy-galactonokinase,18,1
162,Threonine dehydrogenase or related Zn-dependent dehydrogenase,14,1
163,"CheY-like REC (receiver) domain, includes chemotaxis protein CheY  and sporulation regulator Spo0F",17,1
164,"Type IV secretory pathway, VirB2 component (pilin)",15,4
165,Pterin-4a-carbinolamine dehydratase,13,3
166,Uncharacterized Ca-binding beta-propeller protein YjiK,16,0
167,"ABC-type oligopeptide transport system, ATPase component",13,3
168,Acetoin utilization deacetylase AcuC or a related deacetylase,12,2
169,"Polyhydroxyalkanoate (PHA) synthesis regulator protein, binds DNA and PHA",20,0
170,"Uncharacterized conserved protein CPn0794, contains PKD-like HAF repeats",18,2
171,"Uncharacterized membrane-anchored protein YhcB, DUF1043 family",18,2
172,Transcriptional regulator,19,1
173,Nicotinamide mononucleotide (NMN) deamidase PncC,19,1
174,Phosphopantetheine adenylyltransferase,21,0
175,"Uncharacterized conserved protein, DUF2322 domain",16,0
176,Ribosomal protein S18,21,0
177,"Predicted rRNA methylase YqxC, contains S4 and FtsJ domains",14,3
178,"NAD(P)H-dependent flavin oxidoreductase YrpB, nitropropane dioxygenase family",18,2
179,Acylphosphatase,15,3
180,"Uncharacterized conserved protein YebE, UPF0316/DUF2179 family",19,0
181,Predicted membrane-bound dolichyl-phosphate-mannose-protein mannosyltransferase,17,2
182,"Uncharacterized pentameric protein YbjQ, UPF0145 family",18,0
183,Poly-beta-hydroxyalkanoate depolymerase,15,1
184,PII-like signaling protein,18,1
185,Uncharacterized membrane-anchored protein,16,0
186,Galactose-1-phosphate uridylyltransferase,17,1
187,Glucan phosphorylase,15,2
188,"Uncharacterized membrane protein, DUF373 family",18,2
189,Ribosomal protein L24,11,3
190,"Nitrate reductase assembly protein NarJ, required for insertion of molybdenum cofactor",19,1
191,"Uncharacterized conserved protein YaiI, UPF0178 family",16,1
192,"Phosphosulfolactate synthase, CoM biosynthesis protein A",16,1
193,Translation initiation factor IF-1,15,1
194,"Predicted restriction endonuclease, HNH family",15,3
195,Protein-arginine kinase activator protein McsA,17,3
196,Phosphopentomutase,21,0
197,Antirestriction protein ArdA,14,0
198,Membrane protein insertase Oxa1/YidC/SpoIIIJ,16,1
199,"Vitamin K epoxide reductase (VKOR) family protein, predicted involvement in disulfide bond formation",13,2
200,"Predicted permease, AEC (auxin efflux carrier) family",15,2
201,O-Methyltransferase involved in polyketide biosynthesis,18,1
202,Virulence factor SrfB-related protein,15,3
203,"ABC-type spermidine/putrescine transport system, permease component II",20,1
204,Predicted choloylglycine hydrolase,20,0
205,"Succinate dehydrogenase flavin-adding protein, antitoxin component of the CptAB toxin-antitoxin module",19,0
206,Protein tyrosine phosphatase,17,0
207,Type IV pilus assembly protein FimV,15,2
208,Predicted trehalose synthase,20,1
209,D-mannonate dehydratase,19,0
210,Glutamine synthetase adenylyltransferase,13,3
211,"PepSY domain containing protein, regulator of zincin peptidase activity",14,2
212,"Nitrite/polysulfide reductase, membrane component NrfD/PsrC",17,1
213,"Uncharacterized conserved protein YqfW, HAD superfamily",15,2
214,"DNA polymerase III, gamma/tau subunits",13,3
215,"ABC-type spermidine/putrescine transport system, permease component I",18,2
216,tRNA splicing endonuclease subunit SEN34,18,2
217,REP element-mobilizing transposase RayT,19,0
218,"Predicted nucleic acid-binding protein, contains PIN domain",21,0
219,"Phosphoglycerol transferase MdoB/OpgB, AlkP superfamily",20,1
220,Sulfur carrier protein ThiS (thiamine biosynthesis),20,1
221,"Uncharacterized conserved protein, DUF1501 family",13,2
222,"Putative antitoxin component PasI (RatB) of the RatAB toxin-antitoxin module, ubiquitin-RnfH superfamily",20,1
223,Endonuclease III,16,1
224,"DNA-binding transcriptional regulator, MerR family",20,1
225,"Putative transcriptional regulator, AlgH/UPF0301 family",19,0
226,Predicted hydrolase of the alpha/beta superfamily,13,5
227,23S rRNA G2445 N2-methylase RlmL,21,0
228,Ketol-acid reductoisomerase,12,3
229,Malic enzyme,17,1
230,Lysine/ornithine N-monooxygenase,21,0
231,"ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component",13,4
232,"ABC-type cobalt transport system, periplasmic component",19,0
233,"Phosphoaspartate phosphatase CheC, specific for CheY-P",16,1
234,Type IV pilus assembly protein PilN,17,3
235,Fucose permease,20,1
236,"Cyclophilin family protein MJ1412, methanogenesis marker protein 3",12,3
237,23S rRNA A1618 N6-methylase RlmF,18,2
238,Glutaredoxin,18,1
239,"AIM24 protein, required for mitochondrial respiration",19,0
240,"Radical SAM superfamily enzyme YgiQ, UPF0313 family",20,0
241,Hemerythrin domain-containing protein,16,1
242,"ATP-dependent Clp protease, ATP-binding subunit ClpA",11,5
243,Sphingosine uptake channel SphA-related outer membrane channel,15,0
244,"ABC-type phosphate/phosphonate transport system, periplasmic component",20,0
245,"Regulator of extracellular matrix RemA, YlzA/DUF370 family",14,3
246,"Uncharacterized protein, contains GH25 family domain",14,2
247,Uncharacterized membrane protein,14,1
248,Peroxiredoxin family protein,20,1
249,Lysyl-tRNA synthetase (class II),17,1
250,Phosphotransferase system sorbitol-specific IIC component,15,2
251,"ATP-dependent protease HslVU (ClpYQ), peptidase subunit",20,1
252,"Ribonuclease HI-related protein, contains viroplasmin and RNaseH domains",20,1
253,"Phage-related protein, tail protein J",19,0
254,CMP-2-keto-3-deoxyoctulosonic acid synthetase,20,0
255,"ABC-type Mn2+/Zn2+ transport system, permease component",20,0
256,"tRNA-guanine transglycosylase, archaeosine-15-forming, contains TGT and PUA domains",21,0
257,"Predicted NTPase, NACHT family domain",17,0
258,"Outer membrane protein VirK/YbjX involved in antimicrobial peptide resistance, DUF535 family",17,0
259,"Predicted lantabiotic-exporting membrane pepmease, EfiE/EfiG/ABC2 family",16,2
260,Shikimate kinase,20,0
261,"ABC-type branched-chain amino acid transport system, permease component",19,2
262,"CRISPR-associated protein Csa3, CARF domain",16,1
263,N-acetylglucosamine-6-phosphate deacetylase,15,2
264,"Ethanolamine ammonia-lyase, small subunit",17,0
265,Archaellum component ArlC/FlaC,10,5
266,"Glyoxalase ElbB, DJ-1 superfamily",11,6
267,"Uncharacterized conserved protein, DUF971 family",19,0
268,"2,4-dienoyl-CoA reductase or related NADH-dependent reductase, Old Yellow Enzyme (OYE) family",19,2
269,CRISPR-Cas system type-II protein Cas9,13,2
270,"Membrane-anchored lipoprotein Tpp15, major membrane immunogen",17,0
271,"Membrane-bound metal-dependent hydrolase YbcI, DUF457 family",16,1
272,5-formyltetrahydrofolate cyclo-ligase,19,2
273,"Heterodisulfide reductase, subunit C",18,1
274,"Alkylated DNA nucleotide flippase Atl1, participates in nucleotide excision repair, Ada-like DNA-binding domain",12,3
275,DNA topoisomerase IA,16,0
276,AraC-type DNA-binding domain and AraC-containing proteins,20,1
277,Cephalosporin-C deacetylase or related acetyl esterase,15,3
278,"Uncharacterized conserved protein, DUF447 domain",21,0
279,"Periplasmic serine protease, ClpP class",19,1
280,Ribulose bisphosphate carboxylase small subunit,20,0
281,Uncharacterized N-terminal coiled-coil domain of peptidoglycan hydrolase CwlO,15,1
282,Fatty-acid desaturase,18,1
283,"Hydrogenase maturation factor HypA/HybF, metallochaperone involved in Ni insertion",20,1
284,DNA-binding protein Fis (factor for inversion stimulation),18,1
285,Acyl-CoA dehydrogenase related to the alkylation response protein AidB,15,1
286,Phage tail sheath protein FI,19,1
287,"Type IV secretory pathway, VirB4 component",18,1
288,"Aldo/keto reductase, related to diketogulonate reductase",18,0
289,Autotransporter adhesin AidA,13,2
290,Carbamoylphosphate synthase small subunit,17,1
291,Uncharacterized conserved protein MJ0491,20,0
292,"Ribose 1,5-bisphosphate kinase PhnN",18,0
293,"rRNA maturation protein Nop10, contains Zn-ribbon domain",17,2
294,"Flp pilus assembly ATPase CpaE/TadZ, contains N-terminal REC/TadZ_N domain",16,2
295,Choline-glycine betaine transporter,19,2
296,Na+/H+ antiporter NhaB,21,0
297,"Uncharacterized conserved protein YcgI, DUF1989 family",16,0
298,"Succinyl-CoA synthetase, beta subunit",16,1
299,"Cytochrome bd-type quinol oxidase, subunit 2",12,4
300,Zinc transporter ZupT,16,3
301,Epoxyqueuosine reductase QueG (queuosine biosynthesis),15,3
302,"Ni,Fe-hydrogenase I small subunit",21,0
303,Short-chain dehydrogenase,20,0
304,"Uncharacterized conserved protein, DUF1244 family",21,0
305,"Phosphatidylglycerol kinase, diacylglycerol kinase family",21,0
306,Dihydrofolate reductase,17,1
307,Muramoyltetrapeptide carboxypeptidase LdcA (peptidoglycan recycling),18,2
308,UDP-N-acetylglucosamine:LPS N-acetylglucosamine transferase,18,0
309,Sigma54-dependent transcription regulator containing an AAA-type ATPase domain and a DNA-binding domain,20,0
310,Mu-like prophage FluMu protein gp41,13,1
311,"Pyrimidine reductase, riboflavin biosynthesis",20,0
312,"Putative GTP cyclohydrolase 1 type 2, NIF3 family",15,3
313,Histidinol dehydrogenase,12,4
314,"ABC-type lipopolysaccharide export system, ATPase component",19,1
315,Apolipoprotein N-acyltransferase,16,1
316,Putative Zn-dependent protease,16,1
317,tRNA A-37 threonylcarbamoyl transferase component Bud32,20,0
318,"Uncharacterized conserved protein, DUF305 family",18,0
319,Di- and tricarboxylate antiporter,20,0
320,"Signal transduction histidine kinase NarQ, nitrate/nitrite-specific",21,0
321,"Uncharacterized conserved protein, contains FMN-binding domain",15,2
322,NAD(P)H dehydrogenase cyanobacteria/chloroplast-specific assembly factor CRR6,21,0
323,Thiamine monophosphate synthase,14,0
324,"Predicted nucleotide-binding protein, sugar kinase/HSP70/actin superfamily",17,0
325,"Uncharacterized conserved protein, DUF962 domain",20,0
326,"Tetrahydromethanopterin S-methyltransferase, subunit G",18,3
327,Isoleucyl-tRNA synthetase,18,1
328,Prolyl-tRNA synthetase,17,0
329,"Uncharacterized stress-responsive protein, TANGO2 (Transport and Golgi organisation 2) family, contains NRDE motif",13,5
330,"Flp pilus assembly protein, peptidase CpaA",19,0
331,Ribosomal protein L12E/L44/L45/RPP1/RPP2,17,2
332,"Translation elongation factor EF-G, a GTPase",19,0
333,"Predicted nuclease of restriction endonuclease-like (RecB) superfamily, implicated in nucleotide excision repair",15,3
334,"Uncharacterized conserved protein, DUF1062 domain",14,3
335,"Uncharacterized conserved protein, DUF2252 family",19,0
336,Predicted HD phosphohydrolase,18,1
337,"Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase",17,2
338,Streptogramin lyase,19,1
339,Fatty acid repression mutant protein (predicted oxidoreductase),20,0
340,"Stereoselective (R,S)-S-adenosylmethionine hydrolase (adenosine-forming)",21,0
341,"Predicted dithiol-disulfide oxidoreductase, DUF899 family",19,1
342,"PII-like insert in the uncharacterized protein YqfO, YbgI/NIF3 family",19,1
343,Dehydrogenase (flavoprotein),15,2
344,Cell division protein FtsX,13,2
345,Translation elongation factor EF-1alpha (GTPase),15,4
346,"Uncharacterized conserved protein, contains N-terminal Zn-finger domain",20,0
347,Rad3-related DNA helicase DinG,17,2
348,"Tetrahydromethanopterin S-methyltransferase, subunit D",19,0
349,Ribosomal protein S4 or related protein,21,0
350,"Heterodisulfide reductase, subunit B",20,0
351,"Uncharacterized protein, contains SWIM-type Zn finger domain",19,0
352,Membrane protein TolA involved in colicin uptake,18,2
353,Acyl transferase domain in polyketide synthase (PKS) enzymes,20,0
354,Ribosomal protein S27E,17,3
355,Predicted component of the type VI protein secretion system,19,0
356,"6,7-dimethyl-8-ribityllumazine synthase (Riboflavin synthase beta chain)",17,1
357,Virulence-associated protein VagC (function unknown),20,0
358,"ABC-type Fe3+-siderophore transport system, permease component",11,2
359,"Magnetosome formation protein MamQ, lipoprotein antigen LemA family",19,1
360,"Uncharacterized Zn-finger protein, UBP-type",20,1
361,"Phosphotransferase system, fructose-specific IIC component",18,0
362,Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase PhnM,17,1
363,"UDP-2,3-diacylglucosamine pyrophosphatase LpxH",14,2
364,Cytochrome c oxidase subunit IV,15,1
365,C4-dicarboxylate transporter DcuC,15,1
366,Malate synthase,21,0
367,Energy-converting hydrogenase Eha subunit A,10,2
368,Ribosomal protein L15E,18,1
369,"FoF1-type ATP synthase, membrane subunit b or b'",21,0
370,"Serine transporter YbeC, amino acid:H+ symporter family",17,2
371,"Carbonic anhydrase or acetyltransferase, isoleucine patch superfamily",20,0
372,Predicted metal-dependent hydrolase,20,1
373,"Formate dehydrogenase assembly factor FdhD, a sulfurtransferase",18,0
374,Predicted Na+-dependent transporter YfeH,13,4
375,Ribosomal protein L35,16,1
376,"Negative regulator MecA of genetic competence, sporulation and motility",18,0
377,Ribosomal protein L5,19,1
378,"1,4-dihydroxy-6-naphtoate synthase (menaquinone biosynthesis, futalosine pathway)",16,1
379,"Predicted ATP-dependent carboligase, ATP-grasp superfamily",12,2
380,"Uncharacterized conserved protein, DUF2117 domain",20,0
381,"Fe-S cluster carrier ATPase, Mrp/ApbC/NBP35 family",20,0
382,"Glucose dehydrogenase, PQQ-dependent",19,1
383,Superfamily II DNA/RNA helicase required for DNA uptake (late competence protein),17,0
384,Endoglucanase Acf2,19,1
385,CTP:phosphocholine cytidylyltransferase LicC,21,0
386,Thioesterase domain of type I polyketide synthase or non-ribosomal peptide synthetase,17,2
387,5'-deoxynucleotidase YfbR and related HD superfamily hydrolases,12,3
388,"Lactoylglutathione lyase-related enzyme, vicinal oxygen chelate (VOC) family",17,3
389,"Secreted virulence factor YukE/EsxA, WXG100 family",18,1
390,CO dehydrogenase/acetyl-CoA synthase beta subunit,21,0
391,"Phosphotransferase subunit DhaM of the dihydroxyacetone kinase DhaKLM complex, contains PTS-EIIA, HPr, and PEP-utilizing domains",20,0
392,"Predicted nuclease, contains PIN domain",19,0
393,Phosphoenolpyruvate carboxylase,10,3
394,"Tartrate dehydratase alpha subunit/Fumarate hydratase class I, N-terminal domain",12,3
395,Flagellin-specific chaperone FliS,20,1
396,"Membrane proteinase PrsW, cleaves anti-sigma factor RsiW, M82 family",18,2
397,"Zn-dependent glyoxalase, PhnB family",20,0
398,Predicted acetyltransferase,19,1
399,Protein translocase subunit SecG,16,0
400,ATP-dependent Clp protease adapter protein ClpS,20,0
401,"nanoRNase/pAp phosphatase, hydrolyzes c-di-AMP and oligoRNAs",21,0
402,Uncharacterized Fe-S cluster-containing protein,15,2
403,"Adenylate cyclase class IV, CYTH domain (includes archaeal enzymes of unknown function)",18,1
404,"Pyrrolysine biosynthesis ligase PylC and related enzymes, ATP-grasp superfamily",17,1
405,Phage head maturation protease,15,1
406,"Uncharacterized OB-fold protein, contains Zn-ribbon domain",16,2
407,"ABC-type microcin C transport system, permease component YejE",19,1
408,Isopropylmalate/homocitrate/citramalate synthases,17,2
409,Uncharacterized MnhB-related membrane protein,18,0
410,"Chagasin-like inhibitor of cysteine peptidase, I42 family",16,1
411,Alpha-L-fucosidase,15,3
412,N-terminal domain of the PTS fructose-specific IIB component,16,2
413,"FoF1-type ATP synthase, gamma subunit",19,2
414,Peptidase E,20,0
415,3-phosphoglycerate kinase,18,1
416,"Multisubunit Na+/H+ antiporter, MnhF subunit",15,3
417,Pyridoxal 5'-phosphate synthase subunit PdxS,21,0
418,Predicted phosphatase,17,1
419,Homoserine kinase,14,3
420,Predicted transposase YbfD/YdcC associated with H repeats,12,4
421,"Sugar-P-sugar glycosidase (uncovering enzyme, UCE), NAGPA superfamily",17,1
422,"Acetyltransferase, isoleucine patch superfamily",15,3
423,"Dessication stress tolerance protein, LEA/WHy domain",21,0
424,Pyridoxine 5'-phosphate synthase PdxJ,15,3
425,"Predicted antitoxin, CopG family",17,1
426,"Tartrate dehydratase beta subunit/Fumarate hydratase class I, C-terminal domain",20,0
427,"Uncharacterized conserved protein YfaA, DUF2138 family",20,0
428,"Diadenosine tetraphosphatase ApaH/serine/threonine protein phosphatase, PP2A family",16,0
429,"CubicO group peptidase, beta-lactamase class C family",15,1
430,GTP-sensing pleiotropic transcriptional regulator CodY,14,2
431,"ABC-type enterochelin transport system, periplasmic component",19,0
432,"Uncharacterized conserved protein, DUF488 family",20,0
433,Cu/Zn superoxide dismutase,21,0
434,"Uncharacterized conserved protein, DUF2236 family",18,2
435,"Periplasmic ferric-dicitrate binding protein FecR, regulates iron transport",15,2
436,Diaminopimelate epimerase,16,4
437,Polysaccharide pyruvyl transferase family protein WcaK (colanic acid biosynthesis),15,2
438,"Predicted Mg-chelatase, contains ChlI-like and ATPase domains, YifB family",20,0
439,Transcriptional regulator NosR of nitric oxide reductase,21,0
440,"Archaeal Glu-tRNAGln amidotransferase subunit E, contains GAD domain",15,3
441,Zn-dependent protease PmbA/TldA or its inactivated homolog,19,0
442,Cytochrome c2,18,1
443,"Uncharacterized conserved protein, DUF1491 domain",12,1
444,"Transcriptional regulator, CopY/TcrY family",15,0
445,"Uncharacterized conserved protein, DUF1178 domain",14,0
446,"Phosphotransferase system, galactitol-specific IIC component",19,1
447,tRNA(Phe) wybutosine-synthesizing methylase Tyw3,15,2
448,N-acetyl-beta-hexosaminidase,18,2
449,"Mn2+ or Fe2+ transporter, NRAMP family",21,0
450,"Uncharacterized conserved protein, DUF1778 family",15,4
451,Pyruvate carboxylase,17,2
452,D-aminopeptidase,14,4
453,Uncharacterized conserved protein YraI,17,2
454,"Uncharacterized conserved protein, DUF424 domain",16,2
455,Biopolymer transport protein ExbD,17,2
456,"Cysteine desulfurase/Cysteine sulfinate desulfinase IscS or related enzyme, NifS family",19,0
457,DNA polymerase/3'-5' exonuclease PolX,18,1
458,"Predicted RNA-binding protein, associated with RNAse of E/G family, DUF402 domain",18,1
459,Ribonuclease PH,16,0
460,Chorismate mutase AroH,20,0
461,"Uncharacterized conserved protein YqfB, UPF0267 family",14,2
462,Uncharacterized domain of signal transduction histidine kinase BarA,15,3
463,"Mn-dependent transcriptional regulator MntR, DtxR family",15,3
464,Ferritin-like metal-binding protein YciE,20,1
465,Methylase of polypeptide chain release factors,20,0
466,3-phytase (myo-inositol-hexaphosphate 3-phosphohydrolase),21,0
467,"Uncharacterized metal-binding protein, DUF411 family",11,2
