,feature_name,cultured_feature_counts,uncultured_feature_counts
111,"Uncharacterized conserved protein, DUF697 family",4,0
112,"Uncharacterized conserved protein, DUF937 domain",3,0
113,"Uncharacterized conserved protein, DUF2255 domain",4,0
114,"Uncharacterized conserved protein, DUF1365 family",5,0
115,"Uncharacterized conserved protein, contains DUF2130 domain",4,0
116,Mu-like prophage DNA circulation protein,4,0
117,"Uncharacterized conserved protein, DUF483 domain",2,1
118,Predicted lipoprotein with conserved Yx(FWY)xxD motif (function unknown),4,0
119,"Uncharacterized conserved protein, DUF2099 domain",5,0
120,"Polyhydroxyalkanoate (PHA) synthesis regulator protein, binds DNA and PHA",4,0
121,Predicted secreted protein,4,1
122,"Uncharacterized conserved protein, DUF2264 domain",3,0
123,"Uncharacterized conserved protein, DUF1643 domain",4,1
124,"Uncharacterized conserved protein, DUF951 family",5,0
125,"Phage repressor protein C, contains Cro/C1-type HTH and peptisase s24 domains",3,0
126,"Uncharacterized Fe-S cluster-containing enzyme, radical SAM superfamily",5,0
127,"Uncharacterized conserved protein, contains thioredoxin-like domain",4,0
128,Predicted nucleotidyltransferase,5,0
129,"Uncharacterized conserved protein, DUF2153 domain",4,0
130,"Archaeal flagellin (archaellin), FlaG/FlaF family",5,0
131,"Uncharacterized conserved protein, DUF2286 domain",5,0
132,"Uncharacterized conserved protein, DUF1802 family",4,0
133,"Uncharacterized conserved protein, DUF1801 domain",5,0
134,Predicted N-acyltransferase,5,0
135,"Uncharacterized conserved protein, DUF1800 family",5,0
136,"Putative phage head morphogenesis protein, F of phage Mu or gp7 of SPP1",5,0
137,"Predicted transcriptional regulator, contains C-terminal CBS domains",5,0
138,"Predicted regulator of amino acid metabolism, contains ACT domain",4,0
139,Phage tail protein,3,0
140,Soluble P-type ATPase,5,0
141,Antibiotic biosynthesis monooxygenase (ABM) superfamily enzyme,5,0
142,"Predicted phage recombinase, RecA/RadA family",4,0
143,Predicted oxidoreductase,2,0
144,Predicted secreted (periplasmic) protein,5,0
145,"Uncharacterized metal-binding protein, DUF411 family",5,0
146,"Predicted DNA-binding protein AF1194, contains HTH domain, DUF2240 family",4,1
147,"Uncharacterized conserved protein, contains a NRPS condensation (elongation) domain",5,0
148,"Uncharacterized conserved protein, DUF2321 domain",4,0
149,"Uncharacterized copper-binding protein, cupredoxin-like subfamily",4,1
150,Predicted metal-binding protein,5,0
151,"Uncharacterized conserved protein, DUF2322 domain",5,0
152,"Uncharacterized conserved protein, DUF1489 domain",4,1
153,"Uncharacterized conserved protein, DUF2149 domain",5,0
154,"Predicted archaeal serine protease, S18 family",5,0
155,Bacteriorhodopsin,3,1
156,"Predicted methyltransferase, contains TPR repeat",3,2
157,Signal transduction histidine kinase regulating phosphoglycerate transport system,3,0
158,"Predicted ATP-dependent carboligase, ATP-grasp superfamily",5,0
159,"Uncharacterized conserved protein, DUF779 family",4,0
160,Predicted Zn-dependent protease,5,0
161,"Predicted DNA-binding protein, UPF0251 family",5,0
162,"Aromatic ring-opening dioxygenase, LigB subunit",5,0
163,"Uncharacterized conserved protein, DUF1272 domain",4,0
164,"Uncharacterized conserved protein, DUF356 domain",5,0
165,"Uncharacterized conserved protein, DUF2325 domain",4,0
166,Uncharacterized Fe-S cluster protein,4,0
167,"Predicted phosphohydrolase or phosphomutase, AlkP superfamily",5,0
168,"Predicted transcriptional regulator, contains HTH domain",3,0
169,Predicted small metal-binding protein,4,0
170,"Uncharacterized membrane protein, DUF1648 family",5,0
171,"Predicted nuclease, contains PIN domain",5,0
172,Putative hemolysin,5,0
173,Roadblock/LC7 domain,5,0
174,"Uncharacterized conserved protein, DUF2093 domain",4,0
175,"Uncharacterized conserved protein ECs_4300, contains TPR-like domain",5,0
176,"MinD superfamily P-loop ATPase, contains an inserted ferredoxin domain",4,1
177,"Uncharacterized conserved protein, DUF2169 domain",4,0
178,"Uncharacterized membrane protein, DUF2068 family",4,1
179,"ATPase/GTPase, AAA15 family",5,0
180,"Predicted Co/Zn/Cd cation transporter, cation efflux family",5,0
181,"Predicted methyltransferase MtxX, methanogen marker protein 4",4,0
182,Predicted lipoprotein involved in lipopolysaccharide assembly,5,0
183,"Uncharacterized conserved protein, DUF721 domain",4,0
184,"Uncharacterized conserved protein, contains FMN-binding domain",3,2
185,"Uncharacterized conserved protein, DUF488 family",4,0
186,Predicted protein tyrosine phosphatase,4,0
187,Predicted extracellular nuclease,5,0
188,Predicted heme/steroid binding protein,4,0
189,"Uncharacterized conserved protein, DUF763 domain",4,0
190,"Uncharacterized conserved protein, DUF2193 domain",4,0
191,"Uncharacterized conserved protein, DUF2150 domain",5,0
192,"Uncharacterized conserved protein, DUF2112 domain",5,0
193,"Uncharacterized conserved protein, DUF2256 family",3,1
194,Predicted exporter,4,0
195,"Uncharacterized membrane protein, DUF2127 domain",4,0
196,Predicted metal-binding membrane protein,4,1
197,"Uncharacterized conserved protein, UPF0248 family",5,0
198,"Phage-related protein, tail protein J",1,1
199,"Transposase, IS1182 family",5,0
200,"Uncharacterized protein, contains GIY-YIG domain",5,0
201,"Predicted restriction endonuclease, Mrr-cat superfamily",5,0
202,"Uncharacterized conserved protein, DUF169 family",3,0
203,"Predicted NTP pyrophosphohydrolase, NUDIX family",4,0
204,HKD family nuclease,5,0
205,"Predicted N-acetyltransferase, GNAT superfamily",4,0
206,"Uncharacterized conserved protein CPn0794, contains PKD-like HAF repeats",5,0
207,Endo-beta-N-acetylglucosaminidase D,4,1
208,"Uncharacterized conserved protein, DUF2251 domain",4,0
209,"Uncharacterized conserved protein, contains a C-terminal beta-barrel porin domain",5,0
210,"Predicted phosphotransferase, aminoglycoside/choline kinase (APH/ChoK) family",5,0
211,"Predicted nuclease, RecB family",3,0
212,"Predicted nucleic-acid-binding protein, contains PIN domain",5,0
213,"Uncharacterized conserved protein, DUF2277 domain",5,0
214,Phage-related protein,5,0
215,"Uncharacterized conserved protein, DUF1704 domain",4,0
216,"Uncharacterized conserved protein, radical SAM superfamily",4,0
217,Uncharacterized membrane protein YjcL,4,0
218,Prophage antirepressor,3,1
219,"Predicted RNase MK1237, contains PIN domain, UPF0278 family",4,0
220,"Uncharacterized conserved protein, nuclear transport factor 2 (NTF2) superfamily",3,1
221,"Uncharacterized conserved protein, DUF736 family",5,0
222,"Predicted protease, Abi (CAAX) family",5,0
223,"Uncharacterized conserved protein, contains ParB-like nuclease domain",5,0
224,Predicted P-loop ATPase and inactivated derivatives,5,0
225,"Uncharacterized protein, contains DUF1512 domain",5,0
226,"Predicted transcriptional regulator, contains CW (cell wall-binding) repeats and an HTH domain",3,1
227,Predicted thioredoxin/glutaredoxin,5,0
228,Predicted small integral membrane protein,4,0
229,"Possible nuclease of RNase H fold, RuvC/YqgF family",5,0
230,"Uncharacterized conserved protein, DUF2460 domain",5,0
231,Phage terminase large (ATPase) subunit and inactivated derivatives,3,2
232,"Uncharacterized conserved protein, DUF2171 domain",4,0
233,"Uncharacterized conserved protein, DUF2248 family",5,0
234,"Uncharacterized conserved protein, DUF2247 domain",5,0
235,Aminoglycoside phosphotransferase family enzyme,4,0
236,Selenophosphate synthetase-related protein,4,0
237,"Uncharacterized conserved protein, contains metal-binding DGC domain",5,0
238,Predicted metal-dependent peptidase,5,0
239,"Predicted nucleic acid-binding protein, contains SWIM-type Zn-finger domain",4,0
240,"Uncharacterized protein, contains SWIM-type Zn finger domain",4,0
241,"Uncharacterized conserved protein, DUF2066 domain",5,0
242,"Uncharacterized conserved protein, DUF465 domain",5,0
243,"Predicted sugar epimerase, xylose isomerase-like family",2,2
244,"Cytolysin, a secreted calcineurin-like phosphatase",5,0
245,Uncharacterized conserved protein,4,0
246,"Uncharacterized conserved protein, contains GYD domain",5,0
247,Predicted archaeal methyltransferase,4,0
248,"ABC-type anion transport system, duplicated permease component",4,0
249,"Predicted ABC-type sugar transport system, permease component",5,0
250,"Uncharacterized conserved protein, contains a C-terminal ATPase domain",4,0
251,"Predicted hydrolase, HD superfamily",4,0
252,Hemerythrin domain,3,0
253,Predicted cation transporter,4,0
254,Phage capsid portal protein XkdE,3,0
255,"Predicted dithiol-disulfide oxidoreductase, DUF899 family",4,0
256,Mannosyltransferase related to Gpi18,4,0
257,"Predicted oxidoreductase, contains short-chain dehydrogenase (SDR) and DUF2520 domains",5,0
258,"Uncharacterized conserved protein, DUF2195 domain",4,0
259,"Uncharacterized membrane protein, DUF1361 domain",2,0
260,Predicted transcriptional regulator,4,0
261,"Uncharacterized conserved protein, DUF934 family",5,0
262,"Uncharacterized conserved protein, DUF1851 domain",5,0
263,"Uncharacterized conserved protein, DUF2225 family",4,0
264,Predicted deacetylase,4,0
265,"Uncharacterized conserved protein, DUF1284 domain",5,0
266,"Uncharacterized conserved protein, DUF501 family",5,0
267,"Predicted acetyltransferase, GNAT family",5,0
268,"Uncharacterized conserved protein, DUF962 domain",5,0
269,Predicted oxidoreductase of the aldo/keto reductase family,5,0
270,"Uncharacterized conserved protein, heparinase superfamily",5,0
271,Muramidase (phage lambda lysozyme),4,0
272,"Phage-related protein, predicted endonuclease",5,0
273,"Uncharacterized conserved protein, DUF2184 domain",5,0
274,"Uncharacterized conserved protein, DUF1853 domain",5,0
275,"Membrane-associated enzyme, PAP2 (acid phosphatase) superfamily",4,0
276,Predicted metal-dependent enzyme of the double-stranded beta helix superfamily,4,0
277,Predicted dienelactone hydrolase,3,1
278,"Uncharacterized conserved protein, DUF2262 domain",3,1
279,Uncharacterized conserved protein YezD,3,1
280,Predicted ferric reductase,5,0
281,"Uncharacterized conserved protein, DUF1794 domain",5,0
282,Predicted transcriptional regulator with an HTH domain,4,1
283,Steroid 5-alpha reductase family enzyme,4,0
284,"Beta-xylosidase, GH43 family",4,0
285,"Uncharacterized conserved protein, DUF2096 domain",4,0
286,"Uncharacterized secreted protein, contains LVIVD repeats, choice-of-anchor domain",3,0
287,Bacteriophage protein gp37,5,0
288,"Uncharacterized membrane protein, DUF1624 family",5,0
289,"Uncharacterized conserved protein, DUF1015 family",4,0
290,"Uncharacterized conserved protein, DUF1415 family",4,0
291,Spore maturation protein CgeB,5,0
292,Putative Zn-dependent protease,5,0
293,"Uncharacterized membrane protein MJ1443, UPF0132 family",4,0
294,"Uncharacterized conserved protein, related to short-chain dehydrogenases",4,0
295,"Uncharacterized protein, contains DUF1214 domain",4,0
296,"Uncharacterized conserved protein, DUF3820 family",5,0
297,Predicted P-loop ATPase/GTPase,4,1
298,"Uncharacterized conserved protein, DUF2175 family",4,1
299,"Uncharacterized membrane protein, DUF373 family",4,0
300,"Uncharacterized conserved protein, conains N-terminal glutamine amidotransferase (GATase1)-like domain",5,0
301,Phage-related holin (Lysis protein),4,0
302,"Uncharacterized conserved protein, DUF166 domain",5,0
303,"Bacillopeptidase F, M6 metalloprotease family",5,0
304,"Uncharacterized conserved protein, DUF2316 domain",3,1
305,"Uncharacterized conserved protein, DUF507 domain",5,0
306,"Uncharacterized conserved protein domain, often C-terminal to DUF262",5,0
307,"PIN domain nuclease, a component of toxin-antitoxin system (PIN domain)",5,0
308,Type 1 glutamine amidotransferase (GATase1)-like domain,4,0
309,"Uncharacterized protein, contains DUF3084 domain",4,0
310,Predicted ATP-binding protein involved in virulence,5,0
311,"Uncharacterized membrane protein, DUF1616 domain",5,0
312,Predicted glycosyl transferase,5,0
313,"Uncharacterized conserved protein, DUF2203 domain",5,0
314,"TRAP-type uncharacterized transport system, fused permease components",5,0
315,"Uncharacterized conserved protein, DUF1326 domain",5,0
316,"Uncharacterized conserved protein, DUF1513 domain",5,0
317,Predicted Ser/Thr protein kinase,2,1
318,"Predicted transcriptional regulator, contains an HTH and PUA-like domains",5,0
319,Uncharacterized conserved protein YtzB,4,1
320,"Uncharacterized conserved protein, DUF2290 domain",5,0
321,Uncharacterized Fe-S cluster-containing protein,5,0
322,"Uncharacterized protein, contains DUF2185 domain",5,0
323,"Uncharacterized conserved protein, DUF1499 family",4,0
324,Phage head maturation protease,4,0
325,"Uncharacterized membrane protein, YccA/Bax inhibitor family",5,0
326,"Uncharacterized metal-binding protein MJ0455, DUF1847 family",4,1
327,"Uncharacterized protein, contains DUF4139 domain",5,0
328,"Cyclic di-GMP metabolism protein, combines GGDEF and EAL domains with a 6TM membrane domain",5,0
329,Prophage pi2 protein 07,2,1
330,"Uncharacterized conserved protein, DUF1850 family",4,1
331,Predicted nucleotide-binding protein containing TIR -like domain,5,0
332,Esterase/lipase superfamily enzyme,2,0
333,"Uncharacterized conserved protein, DUF2390 domain",5,0
334,"Uncharacterized conserved protein, DUF1330 family",4,0
335,"Predicted 3-hydroxylacyl-ACP dehydratase, HotDog domain",5,0
336,Predicted phosphoribosyltransferase,5,0
337,Phage large terminase packaging protein,4,0
338,"Sulfopyruvate decarboxylase, TPP-binding subunit (coenzyme M biosynthesis)",5,0
339,"Uncharacterized conserved protein, DUF2126 family",2,1
340,"Glycosyltransferase involved in LPS biosynthesis, GR25 family",5,0
341,"Predicted metal-dependent hydrolase, TIM-barrel fold",4,0
342,"Uncharacterized conserved protein, DUF2163 domain",5,0
343,"Uncharacterized conserved protein, DUF1674 domain",5,0
344,Secreted trypsin-like serine protease,4,0
345,"Adenine-specific DNA methylase, contains a Zn-ribbon domain",3,0
346,"Uncharacterized conserved protein, DUF1033 domain",5,0
347,"Uncharacterized small protein, DUF1192 family",3,0
348,"Uncharacterized conserved protein, DUF2111 domain",4,0
349,Predicted hydrolase of the alpha/beta-hydrolase fold,5,0
350,"Uncharacterized conserved protein, DUF2155 domain",2,0
351,Predicted aminopeptidase,4,0
352,"Uncharacterized conserved protein, DUF2333 domain",3,0
353,"Predicted GntP-related membrane permease AF0261, DUF401 family",4,0
354,Predicted periplasmic protein,4,1
355,"Uncharacterized conserved protein, contains ferredoxin domain",5,0
356,Hemerythrin domain-containing protein,5,0
357,"Uncharacterized membrane protein, UPF0182 family",5,0
358,"Predicted transcriptional regulator,contains XRE-type HTH domain",3,1
359,Predicted membrane-bound dolichyl-phosphate-mannose-protein mannosyltransferase,5,0
360,"Uncharacterized membrane protein, UPF0136 family",5,0
361,"Predicted metal-dependent hydrolase, urease superfamily",4,0
362,"Uncharacterized conserved protein, DUF2117 domain",5,0
363,"Uncharacterized protein, contains Mth938-like domain",4,0
364,"Predicted P-loop ATPase, KAP-like",4,1
365,Predicted metallopeptidase,4,0
366,"DNA primase, phage- or plasmid-associated",5,0
367,"Uncharacterized membrane protein, DUF368 family",4,0
368,"Uncharacterized membrane protein, DUF131 family",4,1
369,"Phage-related protein, tail assembly protein I",2,1
370,"Uncharacterized conserved protein, DUF2304 domain",4,1
371,"Uncharacterized conserved protein, DUF2067 domain",5,0
372,"Uncharacterized conserved protein, DUF362 family",3,1
373,Predicted methyltransferase,4,0
374,Predicted metal-dependent hydrolase,4,0
375,"Uncharacterized conserved protein, DUF2281 domain",5,0
376,NCAIR mutase (PurE)-related protein,5,0
377,"Uncharacterized Zn-finger containing protein, UPF0148 family",4,0
378,Mu-like prophage FluMu protein gp28,5,0
379,"Uncharacterized conserved protein, UPF0160 family",5,0
380,"Uncharacterized conserved protein, contains Extensin-like_C domain",5,0
381,"SirA-like two-layered alpha/beta sandwich domain, DUF2249 family",5,0
382,"Uncharacterized conserved protein, DUF1150 family",5,0
383,"Uncharacterized conserved protein, DUF1178 domain",5,0
384,"Uncharacterized protein, contains PD-(D/E)XK nuclease domain",3,1
385,"Predicted transcription regulator, contains HTH domain, MarR family",5,0
386,Predicted thioesterase,5,0
387,"Uncharacterized conserved protein YoxC, contains an MCP-like domain",3,2
388,"Uncharacterized conserved protein related to methyl-CoM reductase subunit C, methanogenesis marker protein 7",2,1
389,"Uncharacterized coiled-coil protein, contains DUF342 domain",5,0
390,"Predicted antitoxin, contains HTH domain",5,0
391,"Metal-dependent phosphatase/phosphodiesterase, HD supefamily",4,0
392,Predicted ABC-type ATPase or kinase,3,0
393,"Predicted transcriptional regulator, ArsR family",5,0
394,Predicted dioxygenase of extradiol dioxygenase family,4,1
395,"Uncharacterized N-terminal domain of tricorn protease, contains WD40 repeats",3,0
396,Predicted DNA-binding protein with an HTH domain,4,0
397,Conjugal transfer/entry exclusion protein,4,0
398,Predicted secreted endonuclease distantly related to archaeal Holliday junction resolvase,4,0
399,"Predicted butyrate kinase, DUF1464 family",3,0
400,Uncharacterized conserved protein BH1414,4,0
401,Uncharacterized integral membrane protein,3,0
402,"Predicted RNA polymerase sigma factor, contains C-terminal TPR domain",5,0
403,"Uncharacterized conserved protein, DUF2062 family",4,0
404,"DNA replication initiation complex subunit, GINS family",4,0
405,"Uncharacterized protein, contains ferritin-like DUF455 domain",4,1
406,"Predicted nucleic acid-binding protein, contains Zn-ribbon domain",5,0
407,"Predicted acetyltransferase, GNAT superfamily",4,0
408,"Uncharacterized conserved protein, DUF1062 domain",4,0
409,Uri superfamily endonuclease,5,0
410,"Biotin synthase-related protein, radical SAM superfamily",3,0
411,Predicted secreted Zn-dependent protease,4,1
412,"Uncharacterized protein, contains DUF2293 domain",5,0
413,"Uncharacterized conserved protein, DUF2267 family",5,0
414,Mu-like prophage I protein,4,0
415,Site-specific recombinase,5,0
416,"Uncharacterized conserved protein, contains ACT domain",4,0
417,"Uncharacterized metal-binding protein, DUF2227 family",3,1
418,Uncharacterized membrane protein,5,0
419,"Thiol-disulfide interchange protein, contains DsbC and DsbD domains",3,1
420,"Serine protease, subtilase family",5,0
421,Putative component of the toxin-antitoxin plasmid stabilization module,4,0
422,"Uncharacterized conserved protein, DUF2145 domain",5,0
423,"Uncharacterized conserved protein with two CxxC motifs, DUF1111 family",3,1
424,"Predicted nucleotide-binding protein, sugar kinase/HSP70/actin superfamily",5,0
425,"Uncharacterized conserved protein, UPF0548 family",5,0
426,Predicted neuraminidase (sialidase),3,0
427,"Predicted house-cleaning noncanonical NTP pyrophosphatase, all-alpha NTP-PPase (MazG) superfamily",4,0
428,Protein required for attachment to host cells,3,2
429,Adenine-specific DNA methylase,4,0
430,"Predicted aminopeptidase, Iap family",5,0
431,N-acyl-D-aspartate/D-glutamate deacylase,5,0
432,"Uncharacterized conserved protein, DUF983 family",5,0
433,Predicted proteasome-type protease,5,0
434,"Uncharacterized protein, contains GH25 family domain",4,1
435,"Predicted metal-dependent phosphohydrolase, HD superfamily",4,0
436,"Uncharacterized conserved protein, DUF2274 domain",3,0
437,"Uncharacterized conserved protein, UPF0262 family",3,1
438,Secreted protein containing C-terminal beta-propeller domain distantly related to WD-40 repeats,3,1
439,Uncharacterized membrane-anchored protein,4,0
440,"Uncharacterized conserved protein, DUF1152 domain",4,0
441,"Predicted ATPase, archaeal AAA+ ATPase superfamily",5,0
442,"Uncharacterized conserved protein, DUF2236 family",3,1
443,Glutaredoxin-related protein,4,0
444,"Extracellular solute-binding protein, contains Ig-fold domain",3,2
445,Predicted periplasmic lipoprotein,4,0
