,phylum_name,feature_name,coefficient
62,Bacteroidota,Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase or related deacylase,0.0014633228902481
63,Bacteroidota,Acetylornithine/succinyldiaminopimelate/putrescine aminotransferase,-0.0015867249148462
64,Bacteroidota,"Acetyltransferase involved in cellulose biosynthesis, CelD/BcsL family",-0.001583337052459
65,Bacteroidota,Activator of 2-hydroxyglutaryl-CoA dehydratase (HSP70-class ATPase domain),-0.0142591578813123
66,Bacteroidota,Acyl carrier protein,-0.0070741079718357
67,Bacteroidota,Acyl-ACP thioesterase,0.0038948842517976
68,Bacteroidota,Acyl-CoA dehydratase PaaZ,0.0130724982247553
69,Bacteroidota,Acyl-CoA thioesterase,0.0009751358550202
70,Bacteroidota,Acyl-coenzyme A synthetase/AMP-(fatty) acid ligase,0.0042526292736312
71,Bacteroidota,Acyl-homoserine lactone (AHL) acylase PvdQ,-0.0023427050520481
72,Bacteroidota,Acylphosphatase,-0.0042914029454924
73,Bacteroidota,Adenine C2-methylase RlmN of 23S rRNA A2503 and tRNA A37,0.000251725706817
74,Bacteroidota,Adenine deaminase,0.0009980439287116
75,Bacteroidota,"Adenine-specific DNA glycosylase, acts on AG and A-oxoG pairs",0.0101200579557255
76,Bacteroidota,Adenine/guanine phosphoribosyltransferase or related PRPP-binding protein,0.0109455918506934
77,Bacteroidota,Adenosylcobinamide amidohydrolase,0.0011994967522142
78,Bacteroidota,Adenosylmethionine-8-amino-7-oxononanoate aminotransferase,0.0132481595177252
79,Bacteroidota,"Adenylate cyclase, class 3",-0.0020636684938257
80,Bacteroidota,Adenylosuccinate lyase,0.0008506548361891
81,Bacteroidota,"ADP-heptose synthase, bifunctional sugar kinase/adenylyltransferase",0.0061699209570777
82,Bacteroidota,ADP-heptose:LPS heptosyltransferase,0.0062553945840872
83,Bacteroidota,ADP-ribosylglycohydrolase,0.004078869000886
84,Bacteroidota,"Aldehyde, CO or xanthine dehydrogenase, Mo-binding subunit",-6.159745421152641e-05
85,Bacteroidota,Amino acid racemase YgeA,-0.0030342844756251
86,Bacteroidota,Anaerobic glycerol-3-phosphate dehydrogenase,-0.0051566682730106
87,Bacteroidota,Ankyrin repeat,-0.0010213313272766
88,Bacteroidota,Anthranilate/para-aminobenzoate synthase component II (glutamine amidotransferase),-0.0006698049957312
89,Bacteroidota,Anthranilate/para-aminobenzoate synthases component I,0.0047074205514615
90,Bacteroidota,"Antitoxin component HigA of the HigAB toxin-antitoxin module, contains an N-terminal HTH domain",-0.0017296944206516
91,Bacteroidota,AraC-type DNA-binding domain and AraC-containing proteins,-0.0063413250855082
92,Bacteroidota,"Archaeal aspartate aminotransferase or a related aminotransferase, includes purine catabolism protein PucG",0.0083480349192487
93,Bacteroidota,"Archaeosine formation enzyme, radical SAM superfamily",0.0094621938186607
94,Bacteroidota,"Archease, activates RNA ligation by RtcB (tRNA splicing)",-0.0014477396281259
95,Bacteroidota,Arginyl-tRNA synthetase,-0.004973835576753
96,Bacteroidota,Aromatic ring hydroxylase,0.0179911339304631
97,Bacteroidota,"Arsenite efflux pump ArsB, ACR3 family",0.0003981577198606
98,Bacteroidota,"Arylsulfatase A or related enzyme, AlkP superfamily",0.0012375185429177
99,Bacteroidota,Asp-tRNAAsn/Glu-tRNAGln amidotransferase B subunit,-0.0022783158295115
100,Bacteroidota,"Aspartate carbamoyltransferase, catalytic subunit",-0.0041470691368411
101,Bacteroidota,Aspartate/methionine/tyrosine aminotransferase,-0.0135190907319628
102,Bacteroidota,Aspartyl-tRNA synthetase,0.0020990745740543
103,Bacteroidota,Aspartyl/asparaginyl-tRNA synthetase,-0.0031054352036166
104,Bacteroidota,ATP-dependent DNA ligase,0.0010836176094955
105,Bacteroidota,"ATP-dependent Lon protease, bacterial type",0.0009256838047602
106,Bacteroidota,ATP-dependent Zn proteases,-0.0021223101097419
107,Bacteroidota,ATP:corrinoid adenosyltransferase,-0.0024397942165181
108,Bacteroidota,ATP/ADP translocase,-0.0040555510014295
109,Bacteroidota,ATPase components of ABC transporters with duplicated ATPase domains,-0.0008623500559489
110,Bacteroidota,ATPase/5’-3’ helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V),0.0083582364865698
111,Bacteroidota,Bacterial lipocalin Blc,0.0013979001257549
112,Bacteroidota,"Benzoyl-CoA reductase/2-hydroxyglutaryl-CoA dehydratase subunit, BcrC/BadD/HgdB",0.0058395710908305
113,Bacteroidota,Bifunctional DNase/RNase,-0.0092923471259103
114,Bacteroidota,Bifunctional PLP-dependent enzyme with beta-cystathionase and maltose regulon repressor activities,0.0019835704464932
115,Bacteroidota,Biopolymer transport protein ExbB/TolQ,-0.0001979014700404
116,Bacteroidota,Biotin carboxylase,0.0019500311568172
117,Bacteroidota,Branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase,0.0047167803898347
118,Bacteroidota,Broad specificity phosphatase PhoE,0.0032143983922685
119,Bacteroidota,"c-di-AMP phosphodiesterase AtaC or nucleotide pyrophosphatase, AlkP superfamily",0.0011182909860339
120,Bacteroidota,"C-terminal processing protease CtpA/Prc, contains a PDZ domain",0.0091615349886229
121,Bacteroidota,Ca2+/Na+ antiporter,-0.0007608761759936
122,Bacteroidota,Carbamoyl dehydratase HypE (hydrogenase maturation factor),0.0039766753134685
123,Bacteroidota,Carbamoylphosphate synthase large subunit,0.0023647803208606
124,Bacteroidota,Carbamoylphosphate synthase small subunit,0.0009167255448151
125,Bacteroidota,Carbonic anhydrase,-0.0064312891883156
126,Bacteroidota,"Catechol 2,3-dioxygenase or related enzyme, vicinal oxygen chelate (VOC) family",0.0031638442709723
127,Bacteroidota,"Cbb3-type cytochrome oxidase, subunit 1",-0.0001077329815079
128,Bacteroidota,CBS domain,0.001559148112212
129,Bacteroidota,CDP-diglyceride synthetase,0.0019518166714733
130,Bacteroidota,Cell division ATPase FtsA,0.0023665762134362
131,Bacteroidota,Cell division ATPase FtsE,-0.0036350659858599
132,Bacteroidota,Cell division GTPase FtsZ,-0.0053180964984998
133,Bacteroidota,"Cell division protein DamX, binds to the septal ring, contains C-terminal SPOR domain",-0.0009915939994565
134,Bacteroidota,Cell division protein DedD (periplasmic protein involved in septation),-0.0032492279738014
135,Bacteroidota,"Cell division protein FtsI, peptidoglycan transpeptidase (Penicillin-binding protein 2)",-0.0005440106918489
136,Bacteroidota,Cell division septal protein FtsQ,0.001412301068701
137,Bacteroidota,"Cell division septum initiation protein DivIVA, interacts with FtsZ and MinD",-0.0008796829546031
138,Bacteroidota,"Cell wall-associated hydrolase, NlpC_P60 family",-0.0073726113461958
139,Bacteroidota,Chemotaxis receptor (MCP) glutamine deamidase CheD,-0.00417264765523
140,Bacteroidota,Choline kinase,-0.0026541063885967
141,Bacteroidota,Chromosomal replication initiation ATPase DnaA,0.0052555706623608
142,Bacteroidota,"Chromosome segregation protein Spo0J, contains ParB-like nuclease domain",0.004330149858357
143,Bacteroidota,Citrate lyase beta subunit,0.0029934396979909
144,Bacteroidota,CMP-2-keto-3-deoxyoctulosonic acid synthetase,-0.000964403252321
145,Bacteroidota,CO dehydrogenase nickel-insertion accessory protein CooC1,0.0080284527805607
146,Bacteroidota,CO dehydrogenase/acetyl-CoA synthase delta subunit (corrinoid Fe-S protein),-0.000683770523473
147,Bacteroidota,Cobalamin biosynthesis protein CbiG,-0.0001786899948783
148,Bacteroidota,"Cobalamin biosynthesis protein CbiK, Co2+ chelatase",0.0003921086719245
149,Bacteroidota,Cobalamin biosynthesis protein CobD/CbiB,-0.0004094507615221
150,Bacteroidota,"Cobyrinic acid a,c-diamide synthase",0.0010335277948885
151,Bacteroidota,"Coenzyme F420-reducing hydrogenase, beta subunit",-0.0023461335037615
152,Bacteroidota,"Colicin V production accessory protein CvpA, regulator of purF expression and biofilm formation",0.0109714282751624
153,Bacteroidota,Coproporphyrinogen-III oxidase HemN  (oxygen-independent) or related Fe-S oxidoreductase,-0.0021148253536835
154,Bacteroidota,CRISPR-Cas system-associated integrase Cas1,0.0021624103080151
155,Bacteroidota,CRISPR-Cas type I system-associated endonuclease/helicase Cas3,0.0005469435620268
156,Bacteroidota,"CRISPR/Cas system-associated protein Cas10, large subunit of type III CRISPR-Cas systems, contains HD superfamily nuclease domain",0.0003374552936891
157,Bacteroidota,Cu/Ag efflux pump CusA,-0.000362452674261
158,Bacteroidota,"CubicO group peptidase, beta-lactamase class C family",0.0008760696944624
159,Bacteroidota,Cupin domain protein related to quercetin dioxygenase,0.000130257303196
160,Bacteroidota,Cyanate permease,0.0023882081085793
161,Bacteroidota,Cysteinyl-tRNA synthetase,-0.0038924519315369
162,Bacteroidota,"Cytochrome bd-type quinol oxidase, subunit 2",-0.0001880852745579
163,Bacteroidota,Cytochrome c biogenesis protein ResB,-0.0004861593557245
164,Bacteroidota,Cytochrome c-type biogenesis protein CcmH/NrfG,-0.0003314789462287
165,Bacteroidota,Cytoplasmic chaperone TorD involved in molybdoenzyme TorA maturation,0.0190682788089569
166,Bacteroidota,"Cytoskeletal protein CcmA, bactofilin family",-0.004326643282216
167,Bacteroidota,"Cytoskeletal protein RodZ, contains Xre-like HTH and DUF4115 domains",0.0081613318252292
168,Bacteroidota,D-alanyl-D-alanine carboxypeptidase,-0.0027874804486108
169,Bacteroidota,D-alanyl-D-alanine dipeptidase,0.0080721878223537
170,Bacteroidota,D-aminoacyl-tRNA deacylase,-0.0044680995120095
171,Bacteroidota,D-arabinose 5-phosphate isomerase GutQ,0.0008027778515955
172,Bacteroidota,D-lyxose ketol-isomerase,-0.0049863555931417
173,Bacteroidota,"D-threonate/D-erythronate kinase OtnK and related C4-acid sugar kinases, YgbK/DUF1537 family",-0.0018963377961415
174,Bacteroidota,Dehydrogenase (flavoprotein),-0.0009263784751604
175,Bacteroidota,Deoxyxylulose-5-phosphate synthase,-0.0076916773790307
176,Bacteroidota,dGTP triphosphohydrolase,0.0001141259541282
177,Bacteroidota,Di- and tricarboxylate antiporter,-0.0034975987990444
178,Bacteroidota,Diacylglycerol kinase,0.0019633438929321
179,Bacteroidota,Diaminopimelate epimerase,-0.0031791222033851
180,Bacteroidota,Dihydrolipoamide dehydrogenase (E3) component of pyruvate/2-oxoglutarate dehydrogenase complex or glutathione oxidoreductase,0.0037516122518691
181,Bacteroidota,Dihydropteroate synthase,1.6085783046684347e-05
182,Bacteroidota,Dipeptidase,-0.0134016628153062
183,Bacteroidota,Dipeptidyl aminopeptidase/acylaminoacyl peptidase,0.0043134162404691
184,Bacteroidota,DNA anti-recombination protein (rearrangement mutator) RmuC,-0.0041700847389151
185,Bacteroidota,"DNA gyrase/topoisomerase IV, subunit A",0.0016262986586372
186,Bacteroidota,DNA mismatch repair ATPase MutL,-0.0024119843311822
187,Bacteroidota,DNA polymerase B elongation subunit,-0.0011954344150908
188,Bacteroidota,"DNA polymerase I, 3'-5' exonuclease and polymerase domains",0.0037964130749928
189,Bacteroidota,"DNA polymerase III sliding clamp (beta) subunit, PCNA homolog",0.0002115773706886
190,Bacteroidota,"DNA polymerase III, alpha subunit",0.0010859748515328
191,Bacteroidota,"DNA polymerase III, alpha subunit (gram-positive type)",0.0029937639963942
192,Bacteroidota,"DNA polymerase III, delta subunit",-0.0011121662279343
193,Bacteroidota,DNA repair enzyme Ada (O6-methylguanine-DNA--protein-cysteine methyltransferase),0.0036364097037837
194,Bacteroidota,DNA repair exonuclease SbcCD nuclease subunit,-0.0142098097472165
195,Bacteroidota,"DNA repair protein RadC, contains a helix-hairpin-helix DNA-binding motif",-0.0013591430566088
196,Bacteroidota,DNA replication protein DnaC,-0.0009770331687975
197,Bacteroidota,"DNA uptake channel protein ComEC C-terminal domain, metallo-beta-lactamase superfamily",-0.0030661286114737
198,Bacteroidota,DNA uptake protein ComE or related DNA-binding protein,0.0045618900013313
199,Bacteroidota,"DNA utilization protein ComFC/GntX, contains phosphoribosyltransferase domain",-0.0043281529404814
200,Bacteroidota,DNA-binding beta-propeller fold protein YncE,-0.0010514164577029
201,Bacteroidota,"DNA-binding protein, AcrR family, includes nucleoid occlusion protein SlmA",-0.0100534187681838
202,Bacteroidota,"DNA-binding protein, stimulates sugar fermentation",-0.0006075983758765
203,Bacteroidota,"DNA-binding response regulator, NarL/FixJ family, contains REC and HTH domains",0.001827931732292
204,Bacteroidota,"DNA-binding transcriptional regulator LsrR, DeoR family",0.0019107306255171
205,Bacteroidota,"DNA-binding transcriptional regulator, GntR family",0.0024687599498261
206,Bacteroidota,"DNA-binding transcriptional regulator, IclR family",0.0012842842456621
207,Bacteroidota,"DNA-binding transcriptional regulator, Lrp family",0.0024508949701927
208,Bacteroidota,"DNA-binding transcriptional regulator, LysR family",0.014524183555156
209,Bacteroidota,"DNA-binding transcriptional regulator, MarR family",-0.0010188471443646
210,Bacteroidota,"DNA-directed RNA polymerase, beta' subunit/160 kD subunit",0.0040558186530179
211,Bacteroidota,"DNA-directed RNA polymerase, sigma subunit (sigma70/sigma32)",0.0020894865980865
212,Bacteroidota,DnaJ domain-containing protein,-0.0019240612790129
213,Bacteroidota,DnaJ-class molecular chaperone with C-terminal Zn finger domain,0.0022286674886972
214,Bacteroidota,"dTDP-4-dehydrorhamnose 3,5-epimerase or related enzyme",0.0019494140446029
215,Bacteroidota,dTDP-4-dehydrorhamnose reductase,-0.0033239394199168
216,Bacteroidota,dTDP-glucose pyrophosphorylase,0.0017253811729621
217,Bacteroidota,"Electron transfer flavoprotein, alpha and beta subunits",0.0003004202961656
218,Bacteroidota,"Electron transfer flavoprotein, alpha subunit FixB",0.0123143831639157
219,Bacteroidota,Endonuclease III,-0.0004403882324942
220,Bacteroidota,Endonuclease IV,-0.0033804698618352
221,Bacteroidota,"EndoRNase involved in mRNA decay, NYN (Nedd4-BP1/Rae1/YacP nuclease) family,  contains PIN domain",0.0063848994260365
222,Bacteroidota,Energy-coupling factor transporter ATP-binding protein EcfA2,-0.0003269626035359
223,Bacteroidota,Enolase,-0.0038598927256898
224,Bacteroidota,Epoxyqueuosine reductase QueG (queuosine biosynthesis),-0.002742876792995
225,Bacteroidota,ERCC4-type crossover junction endonuclease,0.0038648563972164
226,Bacteroidota,Esterase/lipase,0.0013960228313914
227,Bacteroidota,Excinuclease UvrABC ATPase subunit,-0.00249806619083
228,Bacteroidota,"Excinuclease UvrABC, nuclease subunit",0.0020634743063127
229,Bacteroidota,Exonuclease VII small subunit,0.0078244170726925
230,Bacteroidota,Exopolysaccharide export protein/domain GumC/Wzc1,-0.0025337819831234
231,Bacteroidota,Exoribonuclease R,-0.0004964411040435
232,Bacteroidota,FAD-dependent dehydrogenase,0.0020537506838598
233,Bacteroidota,FAD:protein FMN transferase ApbE,-1.1939640699354206e-05
234,Bacteroidota,Fe-S cluster assembly ATPase SufC,-0.0040256125698043
235,Bacteroidota,"Fe-S cluster assembly scaffold protein IscU, NifU family",-0.0080184731187891
236,Bacteroidota,"Fe-S cluster biogenesis protein NfuA, 4Fe-4S-binding domain",0.0009545488683872
237,Bacteroidota,"Fe-S cluster-containing oxidoreductase, includes glycolate oxidase subunit GlcF",-0.0010228326291342
238,Bacteroidota,Fe-S-cluster-containing hydrogenase component 2,0.0006548461640697
239,Bacteroidota,Fe2+ transport protein FeoA,0.0074710417441129
240,Bacteroidota,Fe2+ transporter FeoB,0.0022073968411041
241,Bacteroidota,"Fermentation-respiration switch esterase FrsA, DUF1100 family",-0.0078475876519733
242,Bacteroidota,"Ferredoxin-thioredoxin reductase, catalytic subunit",-0.0004892726124846
243,Bacteroidota,Fic family protein,-0.0048906058337092
244,Bacteroidota,Flagellar basal body P-ring formation protein FlgA,0.0021463284418651
245,Bacteroidota,Flagellar hook protein FlgE,0.0104553496050289
246,Bacteroidota,Flagellar motor switch protein FliG,-0.0007096289058357
247,Bacteroidota,Flavin prenyltransferase UbiX,0.0038993448586736
248,Bacteroidota,Flp pilus assembly protein TadB,-0.0018682522586061
249,Bacteroidota,"Flp pilus assembly protein TadD, contains TPR repeats",0.0027426414536476
250,Bacteroidota,"FMN and 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB, HAD superfamily (riboflavin biosynthesis)",-0.0008471522522264
251,Bacteroidota,"FoF1-type ATP synthase, alpha subunit",-0.0011372515526722
252,Bacteroidota,"FoF1-type ATP synthase, delta subunit",0.0044270644102853
253,Bacteroidota,Folylpolyglutamate synthase/Dihydropteroate synthase,-7.386799733467526e-05
254,Bacteroidota,Formate hydrogenlyase subunit 6/NADH:ubiquinone oxidoreductase 23 kD subunit (chain I),0.002610914437312
255,Bacteroidota,"Formate/nitrite transporter FocA, FNT family",0.001474942074425
256,Bacteroidota,Formiminotetrahydrofolate cyclodeaminase,0.0033596376552351
257,Bacteroidota,Formyltetrahydrofolate synthetase,0.0105342633812594
258,Bacteroidota,"Fructose-1,6-bisphosphatase",-0.00350633661885
259,Bacteroidota,"Fructose-bisphosphate aldolase class Ia, DhnA family",0.0084310788825412
260,Bacteroidota,Fructose/tagatose bisphosphate aldolase,0.0058969512377658
261,Bacteroidota,Fumarate hydratase class II,-0.0001445382733101
262,Bacteroidota,GAF domain,0.0011152027370294
263,Bacteroidota,Galactose-1-phosphate uridylyltransferase,-0.0026733996591053
264,Bacteroidota,Gamma-glutamyl phosphate reductase,0.0027459883818112
265,Bacteroidota,GDP-D-mannose dehydratase,-0.0012193396143545
266,Bacteroidota,General stress protein 26 (function unknown),-0.0012991246676387
267,Bacteroidota,Geranylgeranyl pyrophosphate synthase,-0.0065769729498019
268,Bacteroidota,Glucokinase,0.0007462356360702
269,Bacteroidota,"Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains",0.0095552481234354
270,Bacteroidota,Glutamate 5-kinase,0.0004785611355282
271,Bacteroidota,Glutamate dehydrogenase/leucine dehydrogenase,0.0029299808411916
272,Bacteroidota,Glutamate synthase domain 2,-0.0096503195537941
273,Bacteroidota,Glutamate-1-semialdehyde aminotransferase,-0.0134808426659305
274,Bacteroidota,Glutamine synthetase,-0.0128029545309355
275,Bacteroidota,Glutamyl- or glutaminyl-tRNA synthetase,-0.0034600278819749
276,Bacteroidota,Glycerate-2-kinase,-0.0040512054180382
277,Bacteroidota,"Glycerol dehydrogenase or related enzyme, iron-containing ADH family",-0.0004864656551369
278,Bacteroidota,Glycerol-3-phosphate dehydrogenase,0.0025342391182618
279,Bacteroidota,Glycerophosphoryl diester phosphodiesterase,0.0221946760099136
280,Bacteroidota,"Glycine cleavage system protein P (pyridoxal-binding), C-terminal domain",-0.0028110306773431
281,Bacteroidota,Glycine cleavage system protein T (aminomethyltransferase),-0.0040625799689225
282,Bacteroidota,Glycogen synthase,-0.0036835608929064
283,Bacteroidota,Glycosidase/amylase (phosphorylase),0.0029096601339701
284,Bacteroidota,Glycosyltransferase involved in cell wall bisynthesis,-0.0080602520449106
285,Bacteroidota,"Glycosyltransferase, GT2 family",0.0057059314870873
286,Bacteroidota,"Glycyl-tRNA synthetase, beta subunit",0.0009126632985692
287,Bacteroidota,"GTP 3',8-cyclase (molybdenum cofactor biosynthesis protein MoaA)",0.0107319545723934
288,Bacteroidota,GTP-binding protein EngB required for normal cell division,7.19061084453009e-05
289,Bacteroidota,GTPase of the G3E family (not a periplasmic protein kinase),-0.0010321480531821
290,Bacteroidota,"HD superfamily phosphodieaserase, includes HD domain of RNase Y",0.001225428504912
291,Bacteroidota,"HD-GYP domain, c-di-GMP phosphodiesterase class II (or its inactivated variant)",-0.0068219009293153
292,Bacteroidota,Hemerythrin,-0.0007538536532541
293,Bacteroidota,Histidinol-phosphate/aromatic aminotransferase or cobyric acid decarboxylase,0.002362296364473
294,Bacteroidota,"Hydroxyethylthiazole kinase, sugar kinase family",0.0155614818732447
295,Bacteroidota,Hydroxylamine reductase (hybrid-cluster protein),0.0064004261294495
296,Bacteroidota,Hydroxymethylpyrimidine pyrophosphatase and other HAD family phosphatases,0.0103150300765048
297,Bacteroidota,Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase,0.0015752795147537
298,Bacteroidota,Hypoxanthine phosphoribosyltransferase,0.0026493399186638
299,Bacteroidota,Imidazoleglycerol phosphate dehydratase HisB,0.0015148018702387
300,Bacteroidota,Imidazoleglycerol phosphate synthase glutamine amidotransferase subunit HisH,0.001590090305171
301,Bacteroidota,Indole-3-glycerol phosphate synthase,0.0035849671328696
302,Bacteroidota,Inner membrane protein CreD involved in colicin E2 resistance,0.0027163542480525
303,Bacteroidota,Intermembrane transporter PqiABC subunit PqiB,0.0003397806607905
304,Bacteroidota,Isocitrate dehydrogenase kinase/phosphatase,-0.0008016730047979
305,Bacteroidota,Isocitrate lyase,0.0015746402299
306,Bacteroidota,Isopropylmalate/homocitrate/citramalate synthases,0.0004284192576742
307,Bacteroidota,Ketopantoate reductase,0.0049933095575108
308,Bacteroidota,Kynurenine formamidase,0.0081476279510486
309,Bacteroidota,L-aminopeptidase/D-esterase,0.0013745465597723
310,Bacteroidota,"L-ascorbate lactonase UlaG, metallo-beta-lactamase superfamily",0.0115282481678245
311,Bacteroidota,L-asparaginase/archaeal Glu-tRNAGln amidotransferase subunit D,0.005699071246353
312,Bacteroidota,L-lactate permease,0.015482132003539
313,Bacteroidota,"L-lactate utilization protein LutB, contains a ferredoxin-type domain",0.0035702862031445
314,Bacteroidota,"L-lactate utilization protein LutC, contains LUD domain",0.0033239884880784
315,Bacteroidota,L-serine deaminase,-0.0100618527178022
316,Bacteroidota,"Lactoylglutathione lyase-related enzyme, vicinal oxygen chelate (VOC) family",-0.0043145305976418
317,Bacteroidota,Leucyl-tRNA synthetase,0.000204598929593
318,Bacteroidota,Lhr-like helicase,-0.0053664433912407
319,Bacteroidota,"Ligand-binding C-terminal domain of pyruvate kinase, DUF1867",-0.0013733834870652
320,Bacteroidota,Lipid II flippase MurJ/MviN (peptidoglycan biosynthesis),-0.0003267117942427
321,Bacteroidota,Lipoate synthase,0.0044084880659128
322,Bacteroidota,Lipoate-protein ligase A,-0.0096259554370731
323,Bacteroidota,Lipoate-protein ligase B,-0.0003260567594476
